case_number,incident_datetime,incident_type,FCR,address_1,city,state,zip,created_at,updated_at,hour_of_day,day_of_week,Incident Block Location
C19023489,06/20/2019 10:00:00 AM,Other,371,8200 Block S 118TH ST,SEATTLE,WA,98178,06/20/2019 07:26:00 PM,06/21/2019 12:17:00 AM,10,Thursday,POINT (-122.230222 47.497308)
C18034046,07/13/2018 08:21:00 AM,Other Sexual Offense,150,4000 Block RAINIER AVE S,SEATTLE,WA,98118,01/17/2019 06:44:00 PM,02/20/2019 11:58:00 PM,8,Friday,POINT (-122.28895400000002 47.566857)
C19017278,05/06/2019 03:30:00 PM,Traffic,427,100 Block AVE SE & SE PETROVITSKY RD,CASCADE-FAIRWOOD,WA,98058,05/07/2019 04:26:00 PM,05/07/2019 07:14:00 PM,15,Monday,
C18032141,07/19/2018 06:00:00 PM,Theft from Vehicle,288,6600 Block S 124TH ST,SEATTLE,WA,98178,01/10/2019 08:03:00 PM,02/20/2019 11:18:00 PM,18,Thursday,POINT (-122.25110900000001 47.492087)
C18034878,07/16/2018 09:49:00 PM,Property Crime,190,10800 Block 3RD AVE S,SEATTLE,WA,98168,01/10/2019 11:52:00 PM,02/20/2019 11:33:00 PM,21,Monday,POINT (-122.32981500000001 47.506255)
C19031974,08/21/2019 06:00:00 AM,Theft,289,14000 Block SE PETROVITSKY RD,RENTON,WA,98058,08/21/2019 07:43:00 PM,08/26/2019 09:58:00 PM,6,Wednesday,POINT (-122.15419299999999 47.445534)
C19029530,08/02/2019 09:00:00 AM,Property Crime,183,35200 Block 55TH AVE S,AUBURN,WA,98001,08/04/2019 05:45:00 PM,08/06/2019 12:43:00 AM,9,Friday,POINT (-122.26634900000002 47.286162)
C18051553,11/29/2018 08:20:00 AM,Theft from Vehicle,288,6800 Block S 133RD ST,SEATTLE,WA,98178,06/18/2019 08:16:00 PM,06/18/2019 09:57:00 PM,8,Thursday,POINT (-122.249183 47.484085)
C19034088,09/05/2019 01:49:00 PM,Property Crime,336,33400 Block SE 303RD LN,RAVENSDALE,WA,98051,09/06/2019 09:07:00 PM,09/06/2019 10:57:00 PM,13,Thursday,POINT (-121.899124 47.32865)
C18043404,10/04/2018 07:31:00 AM,Other,422,7000 Block S 120TH PL,SEATTLE,WA,98178,02/21/2019 12:28:00 AM,02/21/2019 12:29:00 AM,7,Thursday,POINT (-122.24627199999999 47.494979)
C19013315,04/06/2019 11:00:00 PM,Breaking & Entering,274,7400 Block S 127TH ST,SEATTLE,WA,98178,04/09/2019 02:20:00 AM,04/10/2019 08:34:00 AM,23,Saturday,POINT (-122.23991900000001 47.489126)
C18038181,08/28/2018 12:34:00 AM,Theft,284,29000 Block SE 43RD PL,FALL CITY,WA,98024,01/17/2019 06:47:00 PM,03/14/2019 07:20:00 PM,0,Tuesday,POINT (-121.955863 47.566353)
C19023025,06/13/2019 01:30:00 AM,Theft,284,N 105TH ST & AURORA AVE N,SEATTLE,WA,98133,06/17/2019 09:46:00 PM,06/18/2019 12:37:00 AM,1,Thursday,POINT (-122.34477000000001 47.705074)
C19040962,10/25/2019 03:01:00 PM,Vehicle Recovery,311,25900 Block 78TH AVE S,KENT,WA,98032,10/28/2019 06:25:00 PM,10/28/2019 08:07:00 PM,15,Friday,POINT (-122.235918 47.36976200000001)
C18032975,07/25/2018 09:46:00 AM,Other,236,19100 Block 364TH AVE SE,MAPLE VALLEY,WA,98038,01/10/2019 11:46:00 PM,02/20/2019 11:28:00 PM,9,Wednesday,POINT (-121.857214 47.42924)
C19037803,10/02/2019 02:22:00 PM,Other,504,10400 Block 14TH AVE S,SEATTLE,WA,98168,10/03/2019 03:36:00 PM,10/03/2019 05:27:00 PM,14,Wednesday,POINT (-122.31534600000002 47.510321)
C19024015,06/18/2019 02:00:00 PM,Breaking & Entering,271,1600 Block S 92ND PL,SEATTLE,WA,98108,06/26/2019 03:16:00 PM,06/26/2019 07:37:00 PM,14,Tuesday,POINT (-122.31186 47.521041)
C19022195,06/11/2019 12:36:00 PM,Other,511,1 Block AVE & PIKE ST,SEATTLE,WA,98101,06/12/2019 02:16:00 AM,06/12/2019 05:17:00 PM,12,Tuesday,
C19009492,03/11/2019 07:57:00 PM,Traffic,406,3000 Block RAINIER AVE S,SEATTLE,WA,98144,03/13/2019 04:35:00 AM,03/13/2019 04:57:00 PM,19,Monday,POINT (-122.296609 47.576341)
C18038245,08/29/2007 10:33:00 AM,Sexual Assault,146,23200 Block SE DAYBREAK PL,MAPLE VALLEY,WA,98038,06/20/2019 08:35:00 PM,06/25/2019 04:37:00 PM,10,Wednesday,POINT (-122.031404 47.390105)
C18049379,11/13/2018 03:10:00 PM,Vehicle Recovery,311,37900 Block 21ST PL S,FEDERAL WAY,WA,98003,02/21/2019 01:09:00 AM,02/21/2019 01:10:00 AM,15,Tuesday,POINT (-122.30701799999999 47.262614)
C18041557,09/22/2018 12:41:00 AM,Other,162,13000 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,01/17/2019 07:11:00 PM,02/21/2019 12:39:00 AM,0,Saturday,POINT (-122.25621100000001 47.485841)
C19007084,02/22/2019 11:30:00 AM,Theft,289,8500 Block 208TH AVE NE,REDMOND,WA,98053,02/24/2019 12:04:00 AM,02/25/2019 06:05:00 PM,11,Friday,POINT (-122.06270200000002 47.678451)
C19011061,03/22/2019 02:47:00 PM,Drugs,204,1100 Block 6TH AVE S,SEATTLE,WA,98134,03/23/2019 09:26:00 PM,03/25/2019 09:11:00 PM,14,Friday,POINT (-122.325983 47.593526)
C19000040,01/01/2019 05:00:00 AM,Other,350,4400 Block S 318TH ST,AUBURN,WA,98001,02/21/2019 01:54:00 AM,02/21/2019 01:55:00 AM,5,Tuesday,POINT (-122.278952 47.316924)
C18036098,08/14/2018 06:13:00 PM,Property Crime,334,39800 Block SE 122ND ST,NORTH BEND,WA,98045,01/11/2019 12:02:00 AM,02/20/2019 11:40:00 PM,18,Tuesday,POINT (-121.80943000000002 47.490456)
C19004643,02/02/2019 04:37:00 PM,Weapons Offense,230,12000 Block 71ST AVE S,SEATTLE,WA,98178,02/07/2019 03:54:00 PM,02/21/2019 02:35:00 AM,16,Saturday,POINT (-122.244695 47.494227)
C19036723,09/24/2019 04:30:00 PM,Assault,112,N 130TH ST & GREENWOOD AVE N,SEATTLE,WA,98133,09/25/2019 07:16:00 PM,09/25/2019 07:57:00 PM,16,Tuesday,POINT (-122.35556 47.723244)
C19019246,05/20/2019 12:00:00 PM,Assault,160,10000 Block 6TH AVE SW,SEATTLE,WA,98146,05/21/2019 09:46:00 PM,05/23/2019 04:51:00 AM,12,Monday,POINT (-122.34230000000001 47.513615)
C18031727,07/16/2018 09:00:00 PM,Theft of Vehicle,300,17600 Block 134TH AVE SE,RENTON,WA,98058,01/10/2019 11:50:00 PM,02/20/2019 11:31:00 PM,21,Monday,POINT (-122.161098 47.445228)
C19043613,11/13/2019 06:00:00 PM,Property Crime,334,SE 332ND PL & 200TH CT SE,AUBURN,WA,98092,11/19/2019 12:25:00 AM,12/03/2019 05:57:00 PM,18,Wednesday,
C18054818,12/21/2018 06:00:00 PM,Theft from Vehicle,288,7000 Block S 133RD ST,SEATTLE,WA,98178,02/21/2019 02:02:00 AM,02/21/2019 02:03:00 AM,18,Friday,POINT (-122.24512 47.484067)
C19020655,05/31/2019 04:07:00 AM,Breaking & Entering,271,9500 Block 10TH AVE S,SEATTLE,WA,98108,06/02/2019 07:26:00 AM,06/03/2019 09:30:00 PM,4,Friday,POINT (-122.32035 47.517949)
C18040210,09/13/2018 12:52:00 AM,Other,371,10000 Block 21ST AVE SW,SEATTLE,WA,98146,01/17/2019 06:49:00 PM,02/21/2019 12:08:00 AM,0,Thursday,POINT (-122.360589 47.513092)
C19038603,09/12/2019 12:00:00 AM,Other Sexual Offense,150,5700 Block 17TH AVE NE,SEATTLE,WA,98105,10/09/2019 07:06:00 PM,10/09/2019 08:57:00 PM,0,Thursday,POINT (-122.30965600000002 47.670154)
C19012317,03/31/2019 07:14:00 PM,Vehicle Recovery,311,SE RENTON MAPLE VALLEY RD & 140TH WAY SE,CASCADE-FAIRWOOD,WA,98058,04/01/2019 04:13:00 AM,04/01/2019 10:11:00 PM,19,Sunday,POINT (-122.156369 47.468404)
C19015652,04/24/2019 10:50:00 AM,Other,511,2800 Block SW ROXBURY ST,SEATTLE,WA,98126,04/25/2019 06:46:00 PM,04/25/2019 08:38:00 PM,10,Wednesday,POINT (-122.36877500000001 47.517425)
C19026563,07/12/2019 10:19:00 PM,Traffic,404,100 Block AVE SE & SE PETROVITSKY RD,CASCADE-FAIRWOOD,WA,98058,07/14/2019 04:35:00 AM,07/15/2019 07:18:00 PM,22,Friday,
C18035386,08/06/2018 10:57:00 PM,Other,234,33400 Block 192ND AVE SE,AUBURN,WA,98092,01/10/2019 11:59:00 PM,02/20/2019 11:38:00 PM,22,Monday,POINT (-122.08653200000002 47.302105)
C18038358,08/30/2018 03:10:00 PM,Other,510,300 Block UNION ST,SEATTLE,WA,98101,02/20/2019 11:57:00 PM,02/20/2019 11:58:00 PM,15,Thursday,POINT (-122.33689 47.608757)
C18043196,10/02/2018 08:30:00 PM,Assault,112,400 Block REDMOND FALL CITY RD NE,REDMOND,WA,98053,01/17/2019 07:11:00 PM,02/21/2019 12:38:00 AM,20,Tuesday,
C19024637,06/28/2019 06:00:00 PM,Theft,289,18600 Block VASHON HWY SW,VASHON,WA,98070,06/29/2019 09:25:00 PM,07/01/2019 08:57:00 PM,18,Friday,POINT (-122.46048 47.438182)
C19011793,03/27/2019 11:00:00 PM,Assault,101,100 Block BROADWAY E,SEATTLE,WA,98102,03/28/2019 11:55:00 AM,08/21/2019 08:19:00 PM,23,Wednesday,POINT (-122.320869 47.618898)
C19004069,01/29/2019 03:53:00 PM,Theft,330,15700 Block AURORA AVE N,SEATTLE,WA,98133,01/30/2019 05:50:00 PM,02/21/2019 02:34:00 AM,15,Tuesday,POINT (-122.345304 47.743094)
C18036310,08/15/2018 07:00:00 PM,Theft of Vehicle,300,13700 Block 10 AVE SW,BURIEN,WA,98166,01/17/2019 06:46:00 PM,02/21/2019 12:01:00 AM,19,Wednesday,POINT (-122.347252 47.479848)
C18032988,07/25/2018 09:20:00 AM,Theft from Vehicle,288,SE 208 ST & 308 AV SE,MAPLE VALLEY,WA,,01/10/2019 11:46:00 PM,02/20/2019 11:28:00 PM,9,Wednesday,
C19025663,07/04/2019 01:00:00 PM,Breaking & Entering,274,9800 Block 16TH AVE SW,SEATTLE,WA,98106,07/07/2019 10:35:00 PM,07/09/2019 04:37:00 PM,13,Thursday,POINT (-122.355148 47.515558)
C19043163,11/10/2019 08:00:00 PM,Property Crime,334,18500 Block SE LAKE HOLM RD,AUBURN,WA,98092,11/12/2019 04:36:00 PM,11/12/2019 06:27:00 PM,20,Sunday,POINT (-122.09539000000001 47.299995)
C19026909,07/15/2019 12:00:00 AM,Other,511,E3 BUSWAY & S LANDER ST,SEATTLE,WA,98134,07/23/2019 04:15:00 AM,07/23/2019 06:47:00 PM,0,Monday,
C18040909,09/18/2018 03:17:00 AM,Other,371,29800 Block 172ND AVE SE,KENT,WA,98042,02/21/2019 12:11:00 AM,02/21/2019 12:12:00 AM,3,Tuesday,POINT (-122.109915 47.331388)
C18047394,10/31/2018 09:29:00 AM,Other,321,400 Block S JACKSON ST,SEATTLE,WA,98104,01/17/2019 07:18:00 PM,02/21/2019 12:57:00 AM,9,Wednesday,POINT (-122.328403 47.599214)
C19025477,06/28/2019 12:00:00 AM,Other,503,1500 Block HEMLOCK DR SE,AUBURN,WA,98092,07/17/2019 01:45:00 PM,07/17/2019 06:08:00 PM,0,Friday,POINT (-122.18623599999998 47.294927)
C19000830,12/24/2018 12:01:00 AM,Other Sexual Offense,147,44600 Block 208TH AVE SE,ENUMCLAW,WA,98022,01/11/2019 07:24:00 PM,02/21/2019 02:32:00 AM,0,Monday,POINT (-122.06423300000002 47.200674)
C18033538,07/29/2018 02:13:00 AM,Theft of Vehicle,300,12200 Block 77TH AVE S,SEATTLE,WA,98178,01/10/2019 11:51:00 PM,01/11/2019 01:13:00 AM,2,Sunday,POINT (-122.237039 47.49297)
C19016360,04/29/2019 09:54:00 PM,Death,222,6000 Block S 119TH ST,SEATTLE,WA,98178,04/30/2019 09:56:00 AM,06/25/2019 06:27:00 PM,21,Monday,POINT (-122.257311 47.496381)
C19039815,10/16/2019 05:40:00 PM,Breaking & Entering,274,35400 Block 56TH AVE S,AUBURN,WA,98001,10/18/2019 05:15:00 PM,10/18/2019 07:07:00 PM,17,Wednesday,POINT (-122.26494499999998 47.28458800000001)
C19019711,05/23/2019 09:47:00 PM,Assault with Deadly Weapon,104,12600 Block RENTON AVE S,SEATTLE,WA,98178,05/25/2019 01:34:00 AM,06/07/2019 07:47:00 PM,21,Thursday,POINT (-122.240022 47.491382)
C18038295,08/07/2018 12:25:00 PM,Theft,284,100 Block BROADWAY E,SEATTLE,WA,98102,01/17/2019 06:45:00 PM,02/21/2019 12:00:00 AM,12,Tuesday,POINT (-122.320869 47.618898)
C19027236,07/17/2019 10:00:00 AM,Breaking & Entering,274,7500 Block S 120TH ST,SEATTLE,WA,98178,07/23/2019 07:25:00 PM,08/13/2019 12:23:00 AM,10,Wednesday,POINT (-122.241131 47.496811)
C19003538,01/18/2019 05:00:00 PM,Theft,289,7600 Block S 126TH ST,SEATTLE,WA,98178,01/30/2019 05:49:00 PM,02/21/2019 02:32:00 AM,17,Friday,POINT (-122.238278 47.49097)
C18045429,10/16/2018 01:03:00 AM,Property Crime,182,31600 Block MILITARY RD S,AUBURN,WA,98001,01/17/2019 07:24:00 PM,02/21/2019 01:08:00 AM,1,Tuesday,POINT (-122.28579300000001 47.319996)
C19037909,09/26/2019 12:00:00 AM,Other,503,13600 Block SE 267TH PL,KENT,WA,98042,10/08/2019 05:45:00 PM,10/29/2019 07:37:00 PM,0,Thursday,POINT (-122.159638 47.362196)
C19045955,12/02/2019 10:55:00 AM,Property Crime,332,SW 27TH ST & NACHES AVE SW,RENTON,WA,98057,12/03/2019 11:25:00 PM,12/03/2019 11:26:00 PM,10,Monday,POINT (-122.237632 47.457004)
C19015963,04/23/2019 11:00:00 AM,Theft from Vehicle,288,12000 Block 71ST AVE S,SEATTLE,WA,98178,04/29/2019 08:06:00 PM,04/29/2019 10:18:00 PM,11,Tuesday,POINT (-122.244695 47.494227)
C18044126,10/08/2018 09:21:00 PM,Disorder,364,14400 Block SE 169TH ST,RENTON,WA,98058,02/21/2019 12:31:00 AM,02/21/2019 12:32:00 AM,21,Monday,POINT (-122.148973 47.45203)
19-007971,02/28/2019 04:56:00 PM,Traffic,406,S HENDERSON ST & MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98118,03/07/2019 03:16:00 PM,03/07/2019 09:27:00 PM,16,Thursday,POINT (-122.279324 47.523252)
C19023036,06/17/2019 01:47:00 PM,Death,222,13700 Block 223RD AVE SE,ISSAQUAH,WA,98027,06/18/2019 07:46:00 PM,06/19/2019 06:57:00 PM,13,Monday,POINT (-122.043129 47.479725)
C18041960,09/24/2018 09:19:00 AM,Other Sexual Offense,139,4200 Block 228TH AVE NE,REDMOND,WA,98053,01/17/2019 07:03:00 PM,02/21/2019 12:26:00 AM,9,Monday,POINT (-122.03547000000002 47.647995)
C18032906,07/24/2018 10:51:00 PM,Property Crime,332,9600 Block 28TH AVE SW,SEATTLE,WA,98126,01/10/2019 11:42:00 PM,02/20/2019 11:25:00 PM,22,Tuesday,POINT (-122.368637 47.517422)
C18050663,11/23/2018 12:00:00 PM,Arson,450,16600 Block SE 136TH ST,RENTON,WA,98059,02/21/2019 01:33:00 AM,02/21/2019 01:34:00 AM,12,Friday,POINT (-122.118595 47.480833)
C18050287,11/05/2018 05:00:00 PM,Theft,284,9500 Block KELLY RD NE,CARNATION,WA,98014,01/17/2019 07:28:00 PM,02/21/2019 01:16:00 AM,17,Monday,
C19020232,05/16/2019 12:00:00 AM,Other,503,UNKNOWN,TACOMA,WA,,06/03/2019 07:16:00 PM,10/18/2019 09:27:00 PM,0,Thursday,
C19004354,01/31/2019 03:21:00 PM,Breaking & Entering,274,15600 Block SE 175TH ST,RENTON,WA,98058,02/01/2019 10:44:00 PM,02/21/2019 02:35:00 AM,15,Thursday,POINT (-122.131667 47.446081)
C18042732,09/28/2018 09:00:00 AM,Theft,284,19500 Block VASHON HWY SW,VASHON,WA,98070,01/17/2019 07:14:00 PM,02/21/2019 12:47:00 AM,9,Friday,POINT (-122.46048100000002 47.430091)
C19031375,08/16/2019 05:54:00 PM,Death,222,12000 Block 62ND AVE S,SEATTLE,WA,98178,08/17/2019 09:28:00 PM,08/23/2019 08:37:00 PM,17,Friday,POINT (-122.256044 47.49555)
C19034007,09/05/2019 01:13:00 AM,Assault,112,18800 Block SE 216TH ST,RENTON,WA,98058,09/05/2019 03:45:00 PM,09/05/2019 05:37:00 PM,1,Thursday,POINT (-122.09022500000002 47.40914)
C19022857,06/15/2019 12:00:00 AM,Traffic,404,PRESTON FALL CITY RD SE & SE REDMOND FALL CITY RD,FALL CITY,WA,98024,06/18/2019 07:05:00 AM,06/18/2019 05:36:00 PM,0,Saturday,POINT (-121.888037 47.567542)
C18046483,10/24/2018 07:00:00 PM,Sexual Assault,146,1 Block AVE S & S 117TH PL,BRYN MAWR-SKYWAY,WA,98178,01/17/2019 07:24:00 PM,02/21/2019 01:09:00 AM,19,Wednesday,
C18037312,08/22/2018 09:52:00 PM,Other,236,11000 Block CORNELL AVE S,SEATTLE,WA,98178,02/21/2019 12:24:00 AM,02/21/2019 12:25:00 AM,21,Wednesday,
C18034797,08/06/2018 12:12:00 PM,Weapons Offense,225,12000 Block 71ST AVE S,SEATTLE,WA,98178,01/17/2019 06:40:00 PM,02/20/2019 11:52:00 PM,12,Monday,POINT (-122.244695 47.494227)
C19039488,10/15/2019 07:30:00 AM,Theft of Vehicle,300,3600 Block S 180TH ST,SEATAC,WA,98188,10/16/2019 03:45:00 PM,10/16/2019 05:37:00 PM,7,Tuesday,POINT (-122.287412 47.441648)
C19017845,05/10/2019 12:24:00 PM,Robbery,129,10200 Block 1ST AVE NE,SEATTLE,WA,98125,05/11/2019 03:46:00 PM,05/14/2019 08:58:00 PM,12,Friday,POINT (-122.32850999999998 47.70236500000001)
C19010149,03/16/2019 04:45:00 PM,Property Crime,332,10100 Block SW 140TH ST,VASHON,WA,98070,03/19/2019 10:06:00 PM,03/20/2019 06:26:00 PM,16,Saturday,POINT (-122.463408 47.479787)
C18032268,07/20/2018 06:40:00 PM,Property Crime,334,N 93RD ST & AURORA AVE N,SEATTLE,WA,98103,01/10/2019 11:37:00 PM,02/20/2019 11:21:00 PM,18,Friday,POINT (-122.344583 47.696361)
C19018263,04/13/2019 12:00:00 PM,Theft from Vehicle,288,19300 Block SE 207TH ST,RENTON,WA,98058,05/14/2019 04:34:00 AM,06/12/2019 06:47:00 PM,12,Saturday,POINT (-122.08300200000001 47.416801)
C19013525,04/09/2019 06:07:00 AM,Theft of Vehicle,300,28600 Block 41ST AVE S,AUBURN,WA,98001,04/11/2019 07:08:00 PM,05/13/2019 09:10:00 PM,6,Tuesday,POINT (-122.281874 47.345235)
C19045565,11/25/2019 02:30:00 PM,Theft,330,35400 Block 34TH AVE S,AUBURN,WA,98001,12/03/2019 05:55:00 PM,12/03/2019 07:46:00 PM,14,Monday,POINT (-122.289791 47.284077)
C18052258,12/04/2018 06:00:00 AM,Theft from Vehicle,288,1 Block A ST SW,AUBURN,WA,98001,02/21/2019 01:25:00 AM,02/21/2019 01:26:00 AM,6,Tuesday,POINT (-122.231015 47.307393)
C19000414,01/04/2019 04:49:00 AM,Theft of Vehicle,300,3200 Block S 375TH PL,AUBURN,WA,98001,02/13/2019 04:04:00 PM,02/21/2019 02:37:00 AM,4,Friday,POINT (-122.291992 47.264991)
C19000550,01/04/2019 09:03:00 PM,Property Crime,332,2400 Block SW 106TH ST,SEATTLE,WA,98146,02/21/2019 02:00:00 AM,02/21/2019 02:01:00 AM,21,Friday,POINT (-122.36344600000001 47.508596)
C18053816,12/15/2018 09:58:00 AM,Other,371,SE 314TH ST & THOMAS RD SE,LAKE MORTON-BERRYDALE,WA,98092,01/30/2019 05:45:00 PM,02/21/2019 02:29:00 AM,9,Saturday,POINT (-122.096247 47.320486)
C19042058,11/03/2019 12:40:00 AM,Traffic,412,23900 Block HWY 99,EDMONDS,WA,98026,11/04/2019 05:25:00 PM,11/04/2019 07:16:00 PM,0,Sunday,POINT (-122.344394 47.782271)
C18036470,08/01/2018 01:43:00 PM,Other,503,14200 Block 215 AVE E,BONNEY LAKE,WA,98391,01/11/2019 12:07:00 AM,04/20/2019 12:27:00 AM,13,Wednesday,
C19046793,12/07/2019 08:40:00 PM,Traffic,404,NE TOLT HILL RD & FALL CITY CARNATION RD NE,CARNATION,WA,98014,12/10/2019 06:35:00 PM,12/10/2019 08:27:00 PM,20,Saturday,POINT (-121.91628500000002 47.637062)
C19014249,04/14/2019 10:42:00 AM,Vehicle Recovery,311,SE 144TH ST & 164TH AVE SE,EAST RENTON HIGHLANDS,WA,98059,04/15/2019 08:16:00 PM,04/16/2019 10:29:00 PM,10,Sunday,POINT (-122.12164000000001 47.473737)
C19018747,05/16/2019 08:35:00 PM,Liquor,365,3600 Block SOUTHCENTER BLVD,TUKWILA,WA,98188,05/18/2019 06:15:00 AM,05/18/2019 09:21:00 PM,20,Thursday,POINT (-122.287086 47.465157)
C19008558,03/01/2019 04:30:00 PM,Property Crime,334,500 Block 3RD AVE,SEATTLE,WA,98104,03/06/2019 03:16:00 PM,03/07/2019 07:46:00 PM,16,Friday,POINT (-122.330777 47.602031)
C18048807,11/09/2018 09:44:00 AM,Other,324,400 Block 4TH AVE N,KENT,WA,98032,02/21/2019 01:09:00 AM,02/21/2019 01:10:00 AM,9,Friday,POINT (-122.23734599999999 47.384732)
C18054434,12/18/2018 11:30:00 PM,Theft,289,6200 Block S 129TH ST,SEATTLE,WA,98178,02/21/2019 01:44:00 AM,02/21/2019 01:45:00 AM,23,Tuesday,POINT (-122.255581 47.48743000000001)
C19039202,10/12/2019 11:00:00 PM,Traffic,418,3200 Block 4TH AVE S,SEATTLE,WA,98134,10/14/2019 04:06:00 PM,10/14/2019 05:57:00 PM,23,Saturday,POINT (-122.329096 47.575099)
C18042663,09/29/2018 08:24:00 AM,Death,222,17700 Block ALPENTAL RD,SNOQUALMIE PASS,WA,98045,01/17/2019 07:10:00 PM,02/21/2019 12:37:00 AM,8,Saturday,
C19009014,03/07/2019 11:00:00 PM,Other,227,9600 Block 28TH AVE SW,SEATTLE,WA,98126,03/09/2019 06:45:00 AM,03/11/2019 07:11:00 PM,23,Thursday,POINT (-122.368637 47.517422)
C19006281,02/16/2019 11:04:00 PM,Assault,112,18300 Block VASHON HWY SW,VASHON,WA,98070,02/18/2019 07:44:00 AM,02/21/2019 06:15:00 PM,23,Saturday,POINT (-122.460478 47.441058)
C19000540,01/04/2019 08:39:00 PM,Property Crime,334,10100 Block 8TH AVE S,SEATTLE,WA,98168,02/21/2019 02:00:00 AM,02/21/2019 02:01:00 AM,20,Friday,POINT (-122.323307 47.512947)
C19005505,02/09/2019 11:20:00 PM,Assault,112,10000 Block 11TH AVE SW,SEATTLE,WA,98146,02/12/2019 06:54:00 AM,02/21/2019 02:36:00 AM,23,Saturday,POINT (-122.34899499999999 47.513764)
C19030615,08/03/2019 12:00:00 AM,Other Sexual Offense,150,3400 Block NW 54TH ST,SEATTLE,WA,98107,08/14/2019 02:25:00 PM,08/14/2019 05:46:00 PM,0,Saturday,POINT (-122.40095500000001 47.667669)
C18040890,09/17/2018 10:25:00 PM,Property Crime,332,10600 Block 16TH AVE SW,SEATTLE,WA,98146,02/21/2019 12:11:00 AM,02/21/2019 12:12:00 AM,22,Monday,POINT (-122.35510500000001 47.508569)
C18035893,08/12/2018 10:00:00 PM,Theft from Vehicle,288,10400 Block DIXON DR S,SEATTLE,WA,98178,01/17/2019 06:47:00 PM,02/21/2019 12:03:00 AM,22,Sunday,POINT (-122.238059 47.508897)
C19022812,06/15/2019 03:14:00 PM,Other,232,10900 Block GLEN ACRES DR S,BURIEN,WA,98168,06/16/2019 01:25:00 AM,06/17/2019 05:47:00 PM,15,Saturday,POINT (-122.321728 47.506189)
C18051505,11/26/2018 01:25:00 PM,Other,503,600 Block DUVALL AVE NE,RENTON,WA,98059,01/17/2019 07:36:00 PM,02/21/2019 01:32:00 AM,13,Monday,POINT (-122.1564 47.492092)
C19019603,05/23/2019 08:10:00 AM,Other,234,S 298TH ST & 39TH PL S,LAKELAND NORTH,WA,98001,05/24/2019 03:58:00 AM,05/29/2019 09:27:00 PM,8,Thursday,POINT (-122.284954 47.334891)
C18032043,07/19/2018 11:11:00 AM,Other,371,A ST SW & 2ND ST SW,AUBURN,WA,98001,01/10/2019 11:51:00 PM,02/20/2019 11:32:00 PM,11,Thursday,POINT (-122.231009 47.305628)
C19041527,10/29/2019 06:40:00 PM,Vehicle Recovery,311,14200 Block SE 170TH ST,RENTON,WA,98058,10/31/2019 04:25:00 PM,11/14/2019 07:17:00 PM,18,Tuesday,POINT (-122.15081200000002 47.450622)
C19005479,02/08/2019 02:00:00 PM,Theft of Vehicle,300,10800 Block 4TH AVE SW,SEATTLE,WA,98146,02/10/2019 08:54:00 PM,02/21/2019 06:45:00 PM,14,Friday,POINT (-122.339145 47.506298)
C19042522,11/06/2019 07:25:00 AM,Theft,284,9600 Block 28TH AVE SW,SEATTLE,WA,98126,11/07/2019 07:15:00 PM,11/07/2019 09:10:00 PM,7,Wednesday,POINT (-122.368637 47.517422)
C19043596,11/14/2019 02:41:00 AM,Traffic,403,23000 Block PACIFIC HWY S,DES MOINES,WA,98198,11/20/2019 08:35:00 PM,11/20/2019 10:27:00 PM,2,Thursday,POINT (-122.294782 47.394734)
C18034536,08/04/2018 10:50:00 AM,Fire,452,28300 Block 143RD AVE SW,VASHON,WA,98070,01/11/2019 12:11:00 AM,02/20/2019 11:47:00 PM,10,Saturday,POINT (-122.519655 47.349645)
C18042917,09/20/2018 09:56:00 AM,Other,503,600 Block 2ND AVE S,KENT,WA,98032,01/17/2019 07:25:00 PM,02/21/2019 01:10:00 AM,9,Thursday,POINT (-122.23477200000002 47.376573)
C19005352,02/07/2019 09:30:00 PM,Theft of Vehicle,300,16900 Block SE 183RD PL,RENTON,WA,98058,02/08/2019 07:54:00 PM,02/22/2019 05:56:00 PM,21,Thursday,POINT (-122.115756 47.437966)
C19033061,08/29/2019 02:04:00 AM,Death,222,17000 Block SE AUBURN BLACK DIAMOND RD,AUBURN,WA,98092,08/30/2019 03:55:00 PM,08/30/2019 05:47:00 PM,2,Thursday,POINT (-122.114175 47.315222)
C18042263,09/26/2018 10:55:00 PM,Vehicle Recovery,311,11000 Block 1ST AVE S,SEATTLE,WA,98146,01/17/2019 06:59:00 PM,02/21/2019 12:20:00 AM,22,Wednesday,POINT (-122.335052 47.504718)
C19035724,09/02/2019 08:00:00 AM,Breaking & Entering,274,22200 Block 148TH AVE SE,KENT,WA,98042,09/19/2019 10:16:00 AM,09/20/2019 03:44:00 AM,8,Monday,POINT (-122.143965 47.402282)
C19002546,01/08/2019 12:00:00 AM,Other,503,15900 Block 131ST PL SE,RENTON,WA,98058,02/21/2019 02:17:00 AM,03/06/2019 01:27:00 AM,0,Tuesday,POINT (-122.164978 47.460574)
C19028734,07/28/2019 01:30:00 PM,Theft from Vehicle,288,19500 Block NE 202ND PL,WOODINVILLE,WA,98077,07/30/2019 10:15:00 PM,07/31/2019 12:17:00 AM,13,Sunday,POINT (-122.077331 47.773774)
